Key,spanish
ulmDoorIndustrial12aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bSingle,"Industrial Door 2-B"
ulmDoorIndustrial12bSingleNoGlass,"Industrial Door 2-B"
ulmDoorIndustrial12bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bDouble,"Industrial Double Door 12-B"
ulmDoorIndustrial12bDoubleNoGlass,"Industrial Double Door 12-B"
ulmDoorIndustrial12bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cSingle,"Industrial Door 3-C"
ulmDoorIndustrial12cSingleNoGlass,"Industrial Door 3-C"
ulmDoorIndustrial12cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cDouble,"Industrial Double Door 12-C"
ulmDoorIndustrial12cDoubleNoGlass,"Industrial Double Door 12-C"
ulmDoorIndustrial12cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorSciFi01,"Sliding Iron Door"
ulmDoorSciFi01Desc,"Durable sliding iron door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Insecure,"Insecure Sliding Iron Door"
ulmDoorSciFi01InsecureDesc,"Durable sliding iron door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Locked,"Locked Sliding Iron Door"
ulmDoorSciFi01LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Powered,"Powered Sliding Iron Door"
ulmDoorSciFi01PoweredDesc,"Durable sliding metal door made out iron. Requires Power. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02,"Sliding Glass Door"
ulmDoorSciFi02Desc,"Durable sliding glass door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Insecure,"Insecure Sliding Glass Door"
ulmDoorSciFi02InsecureDesc,"Durable sliding glass door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Locked,"Locked Sliding Glass Door"
ulmDoorSciFi02LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Powered,"Powered Sliding Glass Door"
ulmDoorSciFi02PoweredDesc,"Durable sliding glass door made out iron. Requires Power. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Screen,"Metal Info Screen"
ulmDoorSciFi02ScreenDesc,"Sign screen, that can display your written text on it."
ulmDoorSciFi02Switch,"Switch"
ulmDoorSciFi03,"Sliding Gate"
ulmDoorSciFi03Desc,"Very durable large sliding gate made out iron. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi03Insecure,"Insecure Sliding Gate"
ulmDoorSciFi03InsecureDesc,"Durable large sliding gate made out iron. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi03Locked,"Locked Sliding Gate"
ulmDoorSciFi03LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi03Powered,"Powered Sliding Gate"
ulmDoorSciFi03PoweredDesc,"Durable large sliding gate made out iron. Requires Power. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi04,"Sliding Blast Door"
ulmDoorSciFi04Desc,"Very durable sliding blast door made out iron. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmDoorSciFi04Insecure,"Insecure Sliding Blast Door"
ulmDoorSciFi04InsecureDesc,"Durable sliding blast door made out iron. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmDoorSciFi04Locked,"Locked Sliding Blast Door"
ulmDoorSciFi04LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmDoorSciFi04Powered,"Powered Sliding Blast Door"
ulmDoorSciFi04PoweredDesc,"Very durable sliding blast door made out iron. Dimensions (WxDxH): [decea3]3x3x3[-]"
secureDoorWoodenPicked,"Wood Door\n[808080](Picked)[-]"
secureReinforcedDoorWoodenPicked,"Reinforced Wooden Door\n[808080](Picked)[-]"
metalReinforcedDoorWoodenPicked,"Metal Reinforced Door\n[808080](Picked)[-]"
ironDoor1_v1Picked,"Iron Door\n[808080](Picked)[-]"
ironDoor1_v2Picked,"Reinforced Iron Door\n[808080](Picked)[-]"
ironDoor1_v3Picked,"Reinforced Iron Door\n[808080](Picked)[-]"
vaultDoor01Picked,"Vault Door\n[808080](Picked)[-]"
vaultDoor02Picked,"Reinforced Vault Door\n[808080](Picked)[-]"
vaultDoor03Picked,"Reinforced Vault Door\n[808080](Picked)[-]"
commercialDoor1_v1Picked,"Commercial Door\n[808080](Picked)[-]"
commercialDoor1_v2Picked,"Reinforced Commercial Door\n[808080](Picked)[-]"
commercialDoor1_v3Picked,"Reinforced Commercial Door\n[808080](Picked)[-]"
commercialDoor2_v1Picked,"Commercial Door\n[808080](Picked)[-]"
commercialDoor2_v2Picked,"Reinforced Commercial Door\n[808080](Picked)[-]"
commercialDoor2_v3Picked,"Reinforced Commercial Door\n[808080](Picked)[-]"
commercialDoor4_v1Picked,"Commercial Door\n[808080](Picked)[-]"
commercialDoor4_v2Picked,"Reinforced Commercial Door\n[808080](Picked)[-]"
commercialDoor4_v3Picked,"Reinforced Commercial Door\n[808080](Picked)[-]"
houseFrontDoor1_v1Picked,"Door\n[808080](Picked)[-]"
houseFrontDoor1_v2Picked,"Reinforced Door\n[808080](Picked)[-]"
houseFrontDoor1_v3Picked,"Reinforced Door\n[808080](Picked)[-]"
houseFrontDoor2_v1Picked,"Door\n[808080](Picked)[-]"
houseFrontDoor2_v2Picked,"Reinforced Door\n[808080](Picked)[-]"
houseFrontDoor2_v3Picked,"Reinforced Door\n[808080](Picked)[-]"
garageDoorMetal_v1Picked,"Garage Door 3x2\n[808080](Picked)[-]"
garageDoorMetal_v2Picked,"Reinforced Garage Door 3x2\n[808080](Picked)[-]"
garageDoorMetal_v3Picked,"Reinforced Garage Door 3x2\n[808080](Picked)[-]"
garageDoorHousePicked,"Rolling Garage Door 5x3 (POI)\n[808080](Picked)[-]"
garageDoorHousePlayerPicked,"Rolling Garage Door 5x3\n[808080](Picked)[-]"
garageDoorHouseBrownPicked,"Garage Door House Brown 5x3 (POI)\n[808080](Picked)[-]"
garageDoorIndustrialPicked,"Steel Garage Door 5x3 (POI)\n[808080](Picked)[-]"
woodHatch1_v1Picked,"Wooden Hatch\n[808080](Picked)[-]"
woodHatch1_v2Picked,"Reinforced Wooden Hatch\n[808080](Picked)[-]"
woodHatch1_v3Picked,"Reinforced Wooden Hatch\n[808080](Picked)[-]"
scrapHatch_v1Picked,"Iron Hatch\n[808080](Picked)[-]"
scrapHatch_v2Picked,"Reinforced Iron Hatch\n[808080](Picked)[-]"
scrapHatch_v3Picked,"Reinforced Iron Hatch\n[808080](Picked)[-]"
vaultHatch_v1Picked,"Vault Hatch\n[808080](Picked)[-]"
vaultHatch_v2Picked,"Reinforced Vault Hatch\n[808080](Picked)[-]"
vaultHatch_v3Picked,"Reinforced Vault Hatch\n[808080](Picked)[-]"
cellarDoorDoubleWoodPicked,"Wood Cellar Door\n[808080](Picked)[-]"
cellarDoorDoubleIronPicked,"Iron Cellar Door\n[808080](Picked)[-]"
cellarDoorDoubleSteelPicked,"Steel Cellar Door\n[808080](Picked)[-]"
shuttersWood01Picked,"Wood Shutters\n[808080](Picked)[-]"
shuttersWood02Picked,"Wood Shutters\n[808080](Picked)[-]"
shuttersIron01Picked,"Iron Shutters\n[808080](Picked)[-]"
shuttersIron02Picked,"Iron Shutters\n[808080](Picked)[-]"
shuttersSteel01Picked,"Steel Shutters\n[808080](Picked)[-]"
shuttersSteel02Picked,"Steel Shutters\n[808080](Picked)[-]"
rollUpDoor3x3WhitePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3BrownPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3RedPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3OrangePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3YellowPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3GreenPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3BluePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3PurplePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3GreyPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3BlackPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor3x3PinkPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4WhitePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4BrownPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4RedPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4OrangePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4YellowPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4GreenPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4BluePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4PurplePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4GreyPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4BlackPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor5x4PinkPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4WhitePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4BrownPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4RedPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4OrangePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4YellowPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4GreenPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4BluePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4PurplePicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4GreyPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4BlackPicked,"Roll Up Door\n[808080](Picked)[-]"
rollUpDoor7x4PinkPicked,"Roll Up Door\n[808080](Picked)[-]"
ulmBlockStoreWindowVariantHelper,"Metal Window"
ulmBlockStoreWindowBulletproofVariantHelper,"Bulletproof Metal Window"
ulmBlockWoodWindowVariantHelper,"Wood Window"
ulmDoorWoodVariantHelper,"Wooden Door"
ulmDoorWoodDoubleVariantHelper,"Wooden Double Doors"
ulmDoorMetalVariantHelper,"Metal Door"
ulmDoorMetalDoubleVariantHelper,"Metal Double Doors"
ulmContainerStashElliannia,"Elliannia's Stash"
ulmContainerStashEllianniaInsecure,"Elliannia's Stash"
ulmContainerStashEllianniaDesc,"A small metal box. Underneath the box there are some inscribed letters: Elliannia's Stash."
ulmTrapPoweredSpikes,"Powered Spikes Trap"
ulmTrapPoweredSpikesDesc,"Have built in sensors, that when powered trigger internal servos and pistons to quickly push out deadly metal spikes."
terrOreTitanium,"Titanium Ore"
terrOreStoneTitaniumRandom,"= Titanium Vein = Helper"
terrOreStoneTitaniumRandomDesc,"Titanium / Stone / Sandstone"
oreTitaniumBoulder,"Titanium Boulder"
ironShapes:VariantHelper,"Iron Shapes"
scrapIronShapes:VariantHelper,"Scrap Iron Shapes"
frameShapes:VariantHelper,"Wood Frame Shapes"
stoneShapes:VariantHelper,"Stone Shapes"
corrugatedMetalShapes:VariantHelper,"Corrugated Metal Shapes"
rConcreteShapes:VariantHelper,"Concrete Shapes"
titaniumShapes:VariantHelper,"Titanium Shapes"
awningShapes:VariantHelper,"Awning Shapes"
materialmatBrick,"Brick"
materialmatClothStable,"Awning"
materialmatCobblestone,"Cobblestone"
materialmatStoneShapes,"Stone"
materialmatConcrete,"Concrete"
materialmatIron,"Corrugated Metal"
materialmatIronMedium,"Corrugated Metal"
materialmatIronShapes,"Iron"
materialmatReinforcedConcrete,"Reinforced Concrete"
materialmatScrapIronShapes,"Scrap Iron"
materialmatSteel,"Steel"
materialmatTitanium,"Titanium"
materialmatWood,"Wood"
materialmatWoodFrames,"Wood Frames"
ulmVehicleAmbulance1,"Ambulance"
ulmVehicleAmbulance1VariantHelper,"Ambulance"
ulmVehicleAmbulance1RandomHelper,"[Ambulance Random Helper]"
ulmVehicleHelicopterDH,"DH-800"
ulmVehicleHelicopterDH1,"DH-800"
ulmVehicleHelicopterDH2,"DH-800"
ulmVehicleHelicopterDH3,"DH-800"
ulmVehicleHelicopterDH4,"DH-800"
ulmVehicleHelicopterDH5,"DH-800"
ulmVehicleHelicopterDH6,"DH-800"
ulmVehicleHelicopterDH7,"DH-800"
ulmVehicleHelicopterRaven,"Raven"
ulmVehicleMineCart,"Mining Cart"
ulmVehicleMineCartBlueprint,"Mining Cart"
ulmVehicleMiningDumpTruck,"Mining Dump Truck"
ulmVehicleMilitaryTruck,"Military Truck"
ulmVehicleMilitaryTruckDesertTarp1,"Military Truck"
ulmVehicleMilitaryTruckDesertTarp2,"Military Truck"
ulmVehicleMilitaryTruckDesertTarp3,"Military Truck"
ulmVehicleMilitaryTruckDesertRails,"Military Truck"
ulmVehicleMilitaryTruckCamoTarp1,"Military Truck"
ulmVehicleMilitaryTruckCamoTarp2,"Military Truck"
ulmVehicleMilitaryTruckCamoTarp3,"Military Truck"
ulmVehicleMilitaryTruckCamoRails,"Military Truck"
ulmVehicleMilitaryTruckVariantHelper,"Military Truck"
ulmVehicleMilitaryTruckSecureVariantHelper,"Military Truck"
ulmVehicleMilitaryTruckRandomHelper,"[Military Truck Random Helper]"
ulmVehicleMinivan1,"Old Van"
ulmVehicleMinivan1White,"Old Van"
ulmVehicleMinivan1Gray,"Old Van"
ulmVehicleMinivan1Black,"Old Van"
ulmVehicleMinivan1Blue,"Old Van"
ulmVehicleMinivan1Cyan,"Old Van"
ulmVehicleMinivan1Green,"Old Van"
ulmVehicleMinivan1Purple,"Old Van"
ulmVehicleMinivan1Pink,"Old Van"
ulmVehicleMinivan1Yellow,"Old Van"
ulmVehicleMinivan1Orange,"Old Van"
ulmVehicleMinivan1Brown,"Old Van"
ulmVehicleMinivan1Red,"Old Van"
ulmVehicleMinivan1VariantHelper,"Old Van"
ulmVehicleMinivan1WreckedVariantHelper,"Old Van"
ulmVehicleMinivan1SecureVariantHelper,"Old Van"
ulmVehicleMuscle1,"Phantom"
ulmVehicleMuscle1White,"Phantom"
ulmVehicleMuscle1WhiteStripe,"Phantom"
ulmVehicleMuscle1Black,"Phantom"
ulmVehicleMuscle1BlackStripe,"Phantom"
ulmVehicleMuscle1Blue,"Phantom"
ulmVehicleMuscle1BlueStripe,"Phantom"
ulmVehicleMuscle1Gray,"Phantom"
ulmVehicleMuscle1GrayStripe,"Phantom"
ulmVehicleMuscle1Red,"Phantom"
ulmVehicleMuscle1RedStripe,"Phantom"
ulmVehicleMuscle1Yellow,"Phantom"
ulmVehicleMuscle1YellowStripe,"Phantom"
ulmVehicleMuscle1VariantHelper,"Phantom"
ulmVehicleMuscle1SecureVariantHelper,"Phantom"
ulmVehicleMuscle1WreckedVariantHelper,"Wrecked Phantom"
ulmVehiclePoliceCruiser,"Police Cruiser"
ulmVehiclePoliceCruiserVariantHelper,"Police Cruiser"
ulmVehiclePoliceCruiserRandomHelper,"[Police Cruiser Random Helper]"
ulmVehiclePoliceCruiserWreckedVariantHelper,"Wrecked Police Cruiser"
ulmVehiclePoliceCruiserSecureVariantHelper,"Police Cruiser"
ulmVehicleSedan1,"Sedan"
ulmVehicleSedan1White,"Sedan"
ulmVehicleSedan1Black,"Sedan"
ulmVehicleSedan1Police,"Black & White Sedan"
ulmVehicleSedan1Yellow,"Sedan"
ulmVehicleSedan1Green,"Sedan"
ulmVehicleSedan1Mixed,"Sedan"
ulmVehicleSedan1Red,"Sedan"
ulmVehicleSedan1Blue,"Sedan"
ulmVehicleSedan1PoliceWithLights,"Police Sedan"
ulmVehicleSedan1VariantHelper,"Sedan"
ulmVehicleSedan1WideVariantHelper,"Sedan"
ulmVehicleSedan1SecureVariantHelper,"Sedan"
ulmVehicleSedan1SecureWideVariantHelper,"Sedan"
ulmVehicleSedan1RepairableVariantHelper,"Sedan"
ulmVehicleSedan1DamagedVariantHelper,"Damaged Sedan"
ulmVehicleSedan1WreckedVariantHelper,"Wrecked Sedan"
ulmVehicleDuneRunner,"Dune Runner"
ulmVehicleDuneRunnerDesc,"Fast, light and agile all-terrain 4x4 scout vehicle with limited cargo space, but speed of a motorcycle."
ulmVehicleSedan2,"Sedan"
ulmVehicleSedan2White,"Sedan"
ulmVehicleSedan2Black,"Sedan"
ulmVehicleSedan2Beige,"Sedan"
ulmVehicleSedan2Blue,"Sedan"
ulmVehicleSedan2Green,"Sedan"
ulmVehicleSedan2GreenBlack,"Sedan"
ulmVehicleSedan2Orange,"Sedan"
ulmVehicleSedan2Red,"Sedan"
ulmVehicleSedan2Police,"Police Sedan"
ulmVehicleSedan2Taxi,"Taxi Sedan"
ulmVehicleSedan2VariantHelper,"Sedan"
ulmVehicleSedan2WideVariantHelper,"Sedan"
ulmVehicleSedan2SecureVariantHelper,"Sedan"
ulmVehicleSedan2SecureWideVariantHelper,"Sedan"
ulmVehicleSedan2WreckedVariantHelper,"Wrecked Sedan"
ulmVehicleSedan3,"Sedan"
ulmVehicleSedan3White,"Sedan"
ulmVehicleSedan3Black,"Sedan"
ulmVehicleSedan3Blue,"Sedan"
ulmVehicleSedan3Beige,"Sedan"
ulmVehicleSedan3Brown,"Sedan"
ulmVehicleSedan3Gray,"Sedan"
ulmVehicleSedan3Green,"Sedan"
ulmVehicleSedan3Orange,"Sedan"
ulmVehicleSedan3Red,"Sedan"
ulmVehicleSedan3Yellow,"Sedan"
ulmVehicleSedan3Mixed1,"Sedan"
ulmVehicleSedan3Mixed2,"Sedan"
ulmVehicleSedan3Mixed3,"Sedan"
ulmVehicleSedan3Mixed4,"Sedan"
ulmVehicleSedan3Mixed5,"Sedan"
ulmVehicleSedan3VariantHelper,"Sedan"
ulmVehicleSedan3WideVariantHelper,"Sedan"
ulmVehicleSedan3SecureVariantHelper,"Sedan"
ulmVehicleSedan3SecureWideVariantHelper,"Sedan"
ulmVehicleSedan3WreckedVariantHelper,"Wrecked Sedan"
ulmVehicleCoupe1,"Old Coupe"
ulmVehicleCoupe1White,"Old Coupe"
ulmVehicleCoupe1WhiteStripe,"Old Coupe"
ulmVehicleCoupe1Black,"Old Coupe"
ulmVehicleCoupe1BlackStripe,"Old Coupe"
ulmVehicleCoupe1Red,"Old Coupe"
ulmVehicleCoupe1RedStripe,"Old Coupe"
ulmVehicleCoupe1Beige,"Old Coupe"
ulmVehicleCoupe1Blue,"Old Coupe"
ulmVehicleCoupe1BlueStripe,"Old Coupe"
ulmVehicleCoupe1Gray,"Old Coupe"
ulmVehicleCoupe1Green,"Old Coupe"
ulmVehicleCoupe1Orange,"Old Coupe"
ulmVehicleCoupe1OrangeStripe,"Old Coupe"
ulmVehicleCoupe1Purple,"Old Coupe"
ulmVehicleCoupe1Cherry,"Old Coupe"
ulmVehicleCoupe1Yellow,"Old Coupe"
ulmVehicleCoupe1YellowStripe,"Old Coupe"
ulmVehicleCoupe1Mixed1,"Old Coupe"
ulmVehicleCoupe1Mixed2,"Old Coupe"
ulmVehicleCoupe1Mixed3,"Old Coupe"
ulmVehicleCoupe1VariantHelper,"Old Coupe"
ulmVehicleCoupe1SecureVariantHelper,"Old Coupe"
ulmVehicleCoupe1WideVariantHelper,"Old Coupe"
ulmVehicleCoupe1WreckedVariantHelper,"Wrecked Old Coupe"
ulmVehicle4x4TruckVariantHelper,"4x4 Truck"
ulmVehicle4x4TruckWideVariantHelper,"4x4 Truck"
ulmVehicle4x4TruckSecureVariantHelper,"4x4 Truck"
ulmVehicle4x4TruckSecureWideVariantHelper,"4x4 Truck"
ulmVehicle4x4TruckWreckedVariantHelper,"Wrecked 4x4 Truck"
ulmVehicleHumvee,"Military 4x4"
ulmVehicleHumveeSnow,"Military 4x4"
ulmVehicleHumveeSnowCargo,"Military 4x4"
ulmVehicleHumveeDesert,"Military 4x4"
ulmVehicleHumveeDesertCargo,"Military 4x4"
ulmVehicleHumveeJungle,"Military 4x4"
ulmVehicleHumveeJungleCargo,"Military 4x4"
ulmVehicleHumveeBurnt,"Military 4x4"
ulmVehicleHumveeBurntCargo,"Military 4x4"
ulmVehicleHumveeVariantHelper,"Military 4x4"
ulmVehicleHumveeSecureVariantHelper,"Military 4x4"
ulmVehicleHumveeRandomHelper,"[Military 4x4 Random Helper]"
ulmVehicleSUV1,"SUV"
ulmVehicleSUV1White,"SUV"
ulmVehicleSUV1Gray,"SUV"
ulmVehicleSUV1Black,"SUV"
ulmVehicleSUV1Blue,"SUV"
ulmVehicleSUV1Cyan,"SUV"
ulmVehicleSUV1Green,"SUV"
ulmVehicleSUV1Purple,"SUV"
ulmVehicleSUV1Red,"SUV"
ulmVehicleSUV1Cherry,"SUV"
ulmVehicleSUV1Pink,"SUV"
ulmVehicleSUV1Yellow,"SUV"
ulmVehicleSUV1Orange,"SUV"
ulmVehicleSUV1Brown,"SUV"
ulmVehicleSUV1Beige,"SUV"
ulmVehicleSUV1Police,"Police SUV"
ulmVehicleSUV1Security,"Security SUV"
ulmVehicleSUV1VariantHelper,"SUV"
ulmVehicleSUV1WideVariantHelper,"SUV"
ulmVehicleSUV1SecureVariantHelper,"SUV"
ulmVehicleSUV1SecureWideVariantHelper,"SUV"
ulmVehicleSUV1WreckedVariantHelper,"Wrecked SUV"
ulmVehicleSUV1PoliceVariantHelper,"Police SUV"
ulmVehicleSUV1PoliceSecureVariantHelper,"Police SUV"
ulmVehicleSUV1PoliceWreckedVariantHelper,"Wrecked Police SUV"
ulmVehicleSUV1SecurityVariantHelper,"Security SUV"
ulmVehicleSUV1SecuritySecureVariantHelper,"Security SUV"
ulmVehicleSUV1SecurityWreckedVariantHelper,"Wrecked Security SUV"
ulmVehicleBicycleAVariantHelper,"Bicycle"
ulmVehicleBicycleBVariantHelper,"Bicycle"
ulmVehicleBicycleCVariantHelper,"Bicycle"
ulmVehicleMinibikeAVariantHelper,"Minibike"
ulmVehicleMinibikeBVariantHelper,"Minibike"
ulmVehicleMinibikeCVariantHelper,"Minibike"
ulmVehicleMotorcycleAVariantHelper,"Wanderer"
ulmVehicleMotorcycleBVariantHelper,"Wanderer"
ulmVehicleMotorcycleCVariantHelper,"Wanderer"
ulmVehicleMotorcycle2,"Renegade"
