Key,german
ulmStorageWoodCrate1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nLanglebige Kiste aus Holz."
ulmStorageWoodCrate1Signed,"Beschreibbare Holz-Kiste"
ulmStorageWoodCrate1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nEine einfache Kiste aus Holz."
ulmStorageWoodVariantHelper,"Holz Lager"
ulmStorageWoodVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene Lagerlösungen aus Holz."
ulmStorageIronChest1,"Eisen-Truhe"
ulmStorageIronChest1Desc,"Sehr haltbare Truhe aus Eisen."
ulmStorageIronChest1Secure,"Sichere Eisen-Truhe"
ulmStorageIronChest1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nSehr haltbare Truhe aus Eisen."
ulmStorageIronChest1Signed,"Beschreibbare Eisen-Truhe"
ulmStorageIronChest1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nSehr haltbare Truhe aus Eisen."
ulmStorageIronCrate1,"Eisen-Kiste"
ulmStorageIronCrate1Desc,"Sehr haltbarer Behälter aus Eisen."
ulmStorageIronCrate1Signed,"Beschreibbare Eisen-Kiste"
ulmStorageIronCrate1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nSehr haltbarer Behälter aus Eisen."
ulmStorageIronCrate2,"Eisen-Kiste"
ulmStorageIronCrate2Desc,"Sehr haltbarer Behälter aus Eisen Platten."
ulmStorageIronCrate2Secure,"Sichere Eisen-Kiste"
ulmStorageIronCrate2SecureDesc,"[decea3]Kann gesperrt werden.[-]\nSehr haltbarer Behälter aus Eisen."
ulmStorageIronCrate2Signed,"Beschreibbare Eisen-Kiste"
ulmStorageIronCrate2SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nSehr haltbarer Behälter aus Eisen."
ulmStorageIronBarrel1,"Eisenfass"
ulmStorageIronBarrel1Desc,"Sehr haltbarer und geräumiger Rundbehälter aus Eisen."
ulmStorageIronBarrel1Secure,"Sicheres Eisenfass"
ulmStorageIronBarrel1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nSehr haltbarer und geräumiger Rundbehälter aus Eisen."
ulmStorageIronBarrel1Signed,"Beschreibbares Eisenfass"
ulmStorageIronBarrel1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nSehr haltbarer und geräumiger Rundbehälter aus Eisen."
ulmStorageIronBarrel2,"Eisenfässer"
ulmStorageIronBarrel2Desc,"Sehr haltbare und geräumige Auswahl von runden Behältern aus Eisen."
ulmStorageIronBarrel2Secure,"Sichere Eisenfässer"
ulmStorageIronBarrel2SecureDesc,"[decea3]Kann gesperrt werden.[-]\nSehr haltbare und geräumige Auswahl von runden Behältern aus Eisen."
ulmStorageIronVariantHelper,"Eisen Lager"
ulmStorageIronVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene Lagerlösungen aus Eisen."
ulmStorageIronDoubleCrate1,"Große Eisen-Kiste"
ulmStorageIronDoubleCrate1Desc,"Sehr robuster und geräumiger Behälter aus Eisen Platten."
ulmStorageIronDoubleCrate1Signed,"Große beschreibbare Eisen-Kiste"
ulmStorageIronDoubleCrate1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nSehr robuster und geräumiger Behälter aus Eisen."
ulmStorageIronDoubleCrate2,"Große Eisen-Kiste"
ulmStorageIronDoubleCrate2Desc,"Sehr robuster und geräumiger Behälter aus Eisen Platten."
ulmStorageIronDoubleCrate2Secure,"Große sichere Eisen-Kiste"
ulmStorageIronDoubleCrate2SecureDesc,"[decea3]Kann gesperrt werden.[-]\nSehr robuster und geräumiger Behälter aus Eisen."
ulmStorageIronDoubleCrate2Signed,"Große beschreibbare Eisen-Kiste"
ulmStorageIronDoubleCrate2SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nSehr robuster und geräumiger Behälter aus Eisen."
ulmStorageIronDoubleVariantHelper,"Großes Eisen Lager"
ulmStorageIronDoubleVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene geräumige Lagerlösungen aus Eisen."
ulmStorageSteelCrate1,"Stahl-Kiste"
ulmStorageSteelCrate1Desc,"Ein robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelCrate1Secure,"Sichere Stahl-Kiste"
ulmStorageSteelCrate1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelCrate1Signed,"beschreibbare Stahl-Kiste"
ulmStorageSteelCrate1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nEin robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelBarrel1,"Stahlfass"
ulmStorageSteelBarrel1Desc,"Ein robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelBarrel1Secure,"Sicheres Stahlfass"
ulmStorageSteelBarrel1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelVariantHelper,"Stahl Lager"
ulmStorageSteelVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene Lagerlösungen aus Stahl."
ulmStorageSteelDoubleCrate1,"Großes Stahl Lager"
ulmStorageSteelDoubleCrate1Desc,"Ein robuster und sehr geräumiger Container aus Stahl."
ulmStorageSteelDoubleCrate1Secure,"Großes sicheres Stahl Lager"
ulmStorageSteelDoubleCrate1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelDoubleCrate1Signed,"Großes beschreibbares Stahl Lager"
ulmStorageSteelDoubleCrate1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar[-]\nEin robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelDoubleCrate2,"Großes Stahl Lager"
ulmStorageSteelDoubleCrate2Desc,"Ein robuster und sehr geräumiger Container aus Stahl."
ulmStorageSteelDoubleCrate2Secure,"Großes sicheres Stahl Lager"
ulmStorageSteelDoubleCrate2SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelDoubleCrate2Signed,"Großes beschreibbares Stahl Lager"
ulmStorageSteelDoubleCrate2SignedDesc,"[decea3]Kann benannt werden, ist abschließbar[-]\nEin robuster und geräumiger Behälter aus Stahl."
ulmStorageSteelDoubleVariantHelper,"Großes Stahl Lager"
ulmStorageSteelDoubleVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene geräumige Lagerlösungen aus Stahl."
ulmStorageTitaniumCrate1,"Titan-Kiste"
ulmStorageTitaniumCrate1Desc,"Ein sehr robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumCrate1Secure,"Sichere Titan-Kiste"
ulmStorageTitaniumCrate1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin sehr robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumCrate1Signed,"Beschreibbare Titan-Kiste"
ulmStorageTitaniumCrate1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar[-]\nEin sehr robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumBarrel1,"Titanfass"
ulmStorageTitaniumBarrel1Desc,"Ein sehr robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumBarrel1Secure,"Sicheres Titanfass"
ulmStorageTitaniumBarrel1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin sehr robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumBarrel1Signed,"Beschreibbares Titanfass"
ulmStorageTitaniumBarrel1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar[-]\nEin sehr robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumVariantHelper,"Titan Lager"
ulmStorageTitaniumVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene Lagerlösungen aus Titan."
ulmStorageTitaniumDoubleCrate1,"Großes Titan Lager"
ulmStorageTitaniumDoubleCrate1Desc,"A very tough and very spacious container made out of Titanium."
ulmStorageTitaniumDoubleCrate1Secure,"Großes sicheres Titan Lager"
ulmStorageTitaniumDoubleCrate1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumDoubleCrate1Signed,"Großes beschreibbares Titan Lager"
ulmStorageTitaniumDoubleCrate1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar[-]\nEin robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumDoubleCrate2,"Großes Titan Lager"
ulmStorageTitaniumDoubleCrate2Desc,"Ein robuster und sehr geräumiger Behälter aus Titan."
ulmStorageTitaniumDoubleCrate2Secure,"Großes sicheres Titan Lager"
ulmStorageTitaniumDoubleCrate2SecureDesc,"[decea3]Kann gesperrt werden.[-]\nEin robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumDoubleCrate2Signed,"Großes beschreibbares Titan Lager"
ulmStorageTitaniumDoubleCrate2SignedDesc,"[decea3]Kann benannt werden, ist abschließbar[-]\nEin robuster und geräumiger Behälter aus Titan."
ulmStorageTitaniumDoubleVariantHelper,"Großes Titan Lager"
ulmStorageTitaniumDoubleVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene geräumige Lagerlösungen aus Titan."
ulmBlockElevatorPlatform2,"Aufzugsplattform (2 Etagen)"
ulmBlockElevatorPlatform2Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x6[-]"
ulmBlockElevatorPlatform3,"Aufzugsplattform (3 Etagen)"
ulmBlockElevatorPlatform3Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x11[-]"
ulmBlockElevatorPlatform4,"Aufzugsplattform (4 Etagen)"
ulmBlockElevatorPlatform4Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x16[-]"
ulmBlockElevatorPlatform5,"Aufzugsplattform (5 Etagen)"
ulmBlockElevatorPlatform5Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x21[-]"
ulmBlockElevatorPlatform6,"Aufzugsplattform (6 Etagen)"
ulmBlockElevatorPlatform6Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x26[-]"
ulmLightCeiling02Player,"Silberne Lichtkuppel"
ulmLightCeiling02BrassPlayer,"Kuppelleuchte aus Messing"
ulmLightCeiling04Player,"Lagerhaus-Deckenleuchte"
ulmLightCeiling05Player,"Silberne Glasleuchte"
ulmLightCeiling05BrassPlayer,"Messing-Glasleuchte"
ulmLightCeilingFanPlayer,"Deckenventilator Licht"
ulmLightChandelierFanPlayer,"Kronleuchter"
ulmLightDeskLampPlayer,"Schreibtischlampe"
ulmLightEndTablePlayer,"Endtischleuchte"
ulmLightFluorescentPlayer,"Leuchtstoffröhre"
ulmLightFlashlightPlayer,"Industrie-Taschenlampe"
ulmLightFlashlightPlayerDesc,"Tragbare Industrie-Taschenlampe, die einen Bereich mit einem gerichteten Lichtstrahl ausleuchten kann. Erfordert Batterien."
ulmLightPorch01Player,"Alte Außenleuchte"
ulmLightPorch04Player,"Eisen-Außenleuchte"
ulmLightPorch04BrassPlayer,"Außenleuchte aus Messing"
ulmLightRecessedPlayer,"Eingelassene Leuchte"
ulmLightRoadBarricadePlayer,"Beleuchtete Straßenbarrikade"
ulmLightRoadBarricadePlayerDesc,"Verfügt über eine eingebaute Batterie, die genügend Strom erzeugt, um die Beleuchtung aufrechtzuerhalten."
ulmLightSconcePlayer,"Wandleuchter"
ulmLightSignExitPlayer,"Exit-Schild"
ulmLightSignOpen,"Open-Schild"
ulmLightSignPillsLogoPlayer,"Große Pillen-Logo-Leuchte"
ulmLightSignPillsLogoSmallPlayer,"Pillen-Logo-Leuchte"
ulmLightStreetLampClassicPlayer,"Klassische Straßenleuchte"
ulmLightTableLampPlayer,"Tischleuchte"
ulmLightTrackPlayer,"Stromschienenleuchte"
ulmLightWall01Player,"Lagerhaus Außenleuchte"
ulmLightWorkLampPlayer,"Arbeitsleuchte"
ulmLightXRayDisplay1Player,"Röntgenbildschirm A"
ulmLightXRayDisplay2Player,"Röntgenbildschirm B"
ulmStreetLight01Player,"Straßenleuchte"
ulmStreetLight02Player,"Straßenleuchte Zweifach"
ulmStreetLight03Player,"Straßenleuchte Dreifach"
ulmStreetLight04Player,"Straßenleuchte Vierfach"
ulmFluorescentLightPlayer,"Lichtschacht"
ulmFluorescentLightBrokenPlayer,"Kaputter Lichtschacht"
ulmLightSearchLightsPole,"Scheinwerfermast"
ulmBlockResourceCarBattery,"Autobatterie"
ulmBlockResourceCarBatteryDesc,"Für POI-Gebäude"
ulmBlockResourceCarBatteryCentered,"Autobatterie (zentriert)"
ulmBlockResourceCarBatteryCenteredDesc,"Für POI-Gebäude"
ulmBlockResourceCarBatteryCorner,"Autobatterie (Ecke)"
ulmBlockResourceCarBatteryCornerDesc,"Für POI-Gebäude"
ulmBlockResourcePropaneTank,"Gastank"
ulmBlockResourcePropaneTankDesc,"Hochentzündliches Gas. Wird verwendet, um funktionierende Öfen und fortschrittliche Chemiestationen herzustellen, die keinen brennbaren Brennstoff benötigen. [FF6A00]Achtung: Beim Aufwerten einer bestehenden Chemiestation werden alle Gegenstände aus den Brennstoff-, Werkzeug- und Ausgabeslots entfernt[-]"
ulmBlockResourceWaterTank,"Wassertank"
ulmBlockResourceWaterTankDesc,"Ein mit Wasser gefüllter Tank. Du kannst ihn zum Herstellen oder Anschließen an einen bestehenden Wasserhahn (Schraubenschlüssel erforderlich) in der Welt verwenden, um damit deine leeren Wasserbehälter zu füllen."
ulmBlockWireStrippers,"Draht-Werkzeug"
ulmBlockWireStrippersDesc,"Für POI-Gebäude"
ulmSignMonitorScreenStand,"Info-Bildschirm"
ulmSignMonitorScreenStandDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenStandCentered,"Info-Bildschirm"
ulmSignMonitorScreenStandCenteredDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenStandBottom,"Info-Bildschirm"
ulmSignMonitorScreenStandBottomDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenSmallBottom,"Info-Bildschirm"
ulmSignMonitorScreenSmallBottomDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenSmallCenter,"Info-Bildschirm"
ulmSignMonitorScreenSmallCenterDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenSmallTop,"Info-Bildschirm"
ulmSignMonitorScreenSmallTopDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenLargeBottom,"Großer Info-Bildschirm"
ulmSignMonitorScreenLargeBottomDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenLargeCenter,"Großer Info-Bildschirm"
ulmSignMonitorScreenLargeCenterDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreenLargeTop,"Großer Info-Bildschirm"
ulmSignMonitorScreenLargeTopDesc,"Du kannst den auf diesem Bildschirm den angezeigten Text anpassen."
ulmSignMonitorScreensVariantHelper,"Info-Bildschirme"
ulmSignMonitorScreensVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nVerschiedene Informationsbildschirme, auf die du deine eigenen Nachrichten schreiben kannst."
ulmSignConsoleScreen,"Konsolen-Bildschirm"
ulmSignConsoleScreenDesc,"Du kannst den auf dieser Konsole den angezeigten Text anpassen."
ulmSignConsoleScreenCentered,"Konsolen-Bildschirm, Zentriert"
ulmSignConsoleScreenCenteredDesc,"Du kannst den auf dieser Konsole den angezeigten Text anpassen."
ulmSignConsoleScreenVariantHelper,"Konsolen-Bildschirme"
ulmSignConsoleScreenVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nInformationskonsolen, auf die du deine eigenen Nachrichten schreiben kannst."
ulmStationArtisan_1,"Handwerkerstation"
ulmStationArtisan_1Desc,"Arbeitsplatz zum Herstellen verschiedener Arten von Bau- und Dekorationsblöcken."
ulmStationArtisan_1Blueprint,"Handwerkerstation"
ulmStationArtisan_2,"Handwerkerstation (Stufe 2)"
ulmStationArtisan_2Desc,"Verbesserter Arbeitsplatz für die Herstellung verschiedener Arten von Bau- und Dekorationsblöcken."
ulmStationBallistics_1,"Ballistikstation"
ulmStationBallistics_1Desc,"Arbeitsplatz für die Handhabung, den Zusammenbau und die Herstellung von Munition."
ulmStationBallistics_1Blueprint,"Ballistikstation"
ulmStationBallistics_2,"Ballistikstation (Stufe 2)"
ulmStationBallistics_2Desc,"Arbeitsplatz für die Handhabung, den Zusammenbau und die Herstellung von Munition."
ulmStationCarpenter_1,"Tischlerstation"
ulmStationCarpenter_1Desc,"Arbeitsplatz für die Herstellung von Holzgegenständen und Möbeln."
ulmStationCarpenter_2,"Tischlerstation (Stufe 2)"
ulmStationCarpenter_2Desc,"[decea3]10%[-] weniger Ressourcen benötigt \n[decea3]15%[-] schnelleres Herstellen. Weniger verschwenderische Herstellung: erhalte mehr Ressourcen."
ulmStationCarpenter_3,"Tischlerstation (Stufe 3)"
ulmStationCarpenter_3Desc,"[decea3]20%[-] weniger Ressourcen benötigt \n[decea3]30%[-] schnelleres Herstellen. Weniger verschwenderische Herstellung: erhalte noch mehr Ressourcen."
ulmStationChemistry_1,"Chemiestation"
ulmStationChemistry_1Desc,"Mischen und Brauen aller Arten von Grundmischungen und Chemikalien."
ulmStationChemistry_2,"Chemiestation (Stufe 2)"
ulmStationChemistry_2Desc,"Mischen und Brauen aller Arten von fortschrittlichen Mischungen und Chemikalien."
ulmStationChemistry_3,"Chemiestation (Stufe 3)"
ulmStationChemistry_3Desc,"Mischen und Brauen aller Arten von komplexen Mischungen und Chemikalien."
ulmStationDisassembly_1,"Demontage-Station"
ulmStationDisassembly_1Desc,"Arbeitsplatz zum Zerlegen verschiedener komplexer Gegenstände oder Blöcke."
ulmStationEvent_1,"Deko-Station für Festlichkeiten"
ulmStationEvent_1Desc,"Arbeitsplatz für die Herstellung verschiedener Dekorationen für Festtage."
ulmStationForge_1,"Schmiede"
ulmStationForge_1Desc,"Arbeitsplatz für die Bearbeitung von verschiedenen Metallstücken und -barren."
ulmStationForge_1Blueprint,"Schmiede"
ulmStationForge_2,"Schmiede (Stufe 2)"
ulmStationForge_2Desc,"Arbeitsplatz für die Bearbeitung von verschiedenen Metallstücken und -barren, einschließlich Stahl."
ulmStationForge_3,"Schmiede (Stufe 3)"
ulmStationForge_3Desc,"Arbeitsplatz für die Bearbeitung von verschiedenen Metallstücken und -barren, einschließlich Titan."
ulmStationFurnace_1,"Schmelzofen"
ulmStationFurnace_1Desc,"Arbeitsplatz für die Herstellung von Metallbarren, Ziegeln und Zement."
ulmStationFurnace_2,"Schmelzofen (Stufe 2)"
ulmStationFurnace_2Desc,"Ermöglicht das Schmelzen von Silber und Stahl zu Barren."
ulmStationFurnace_3,"Schmelzofen (Stufe 3)"
ulmStationFurnace_3Desc,"Ermöglicht das Schmelzen von Gold und Titan zu Barren."
ulmStationMaintenance_1,"Wartungsstation"
ulmStationMaintenance_1Desc,"Ermöglicht die Reparatur und Aufwertung von Gegenständen"
ulmStationMaintenance_1Blueprint,"Wartungsstation"
ulmStationMaintenance_2,"Wartungsstation (Stufe 2)"
ulmStationMaintenance_2Desc,"Ermöglicht die Reparatur und Aufwertung von Gegenständen"
ulmStationMaintenance_3,"Wartungsstation (Stufe 3)"
ulmStationMaintenance_3Desc,"Ermöglicht die Reparatur und Aufwertung von Gegenständen"
ulmStationMaintenance_4,"Wartungsstation (Stufe 4)"
ulmStationMaintenance_4Desc,"Ermöglicht die Reparatur und Aufwertung von Gegenständen"
ulmStationMechanic_1,"Mechanikerstation"
ulmStationMechanic_1Desc,"Arbeitsplatz für die Herstellung von Basisfahrzeugen wie Fahrrädern, Minibikes, Motorrädern, deren Teilen und Modifikationen."
ulmStationMechanic_1Blueprint,"Mechanikerstation"
ulmStationMechanic_2,"Mechanikerstation (Stufe 2)"
ulmStationMechanic_2Desc,"Arbeitsplatz für die Herstellung fortgeschrittener Fahrzeuge wie Autos, Lastwagen, deren Teile und Mods."
ulmStationMortarAndPestle_1,"Mörser und Stößel"
ulmStationMortarAndPestle_1Desc,"Arbeitsplatz zum Zermahlen verschiedener Gegenstände zu Pulver."
ulmStationRecycler_1,"Wiederverwertungsanlage"
ulmStationRecycler_1Desc,"Arbeitsplatz für die Zerlegung von Gegenständen in ihre Grundbestandteile."
ulmStationRecycler_1Blueprint,"Wiederverwertungsanlage"
ulmStationRepair_T,"Händler Reparaturstation"
ulmStationRepair_TDesc,"Bietet dir Reparaturen gegen Geld an."
ulmStationResearch_1,"Forschungsstation"
ulmStationResearch_1Desc,"Arbeitsplatz für die Erforschung von Tier-1-Technologien und Blaupausen."
ulmStationResearch_2,"Forschungsstation (Stufe 2)"
ulmStationResearch_2Desc,"Arbeitsplatz für die Erforschung von Technologien und Bauplänen der Stufe 2."
ulmStationResearch_3,"Forschungsstation (Stufe 3)"
ulmStationResearch_3Desc,"Arbeitsplatz für die Erforschung von Technologien und Bauplänen der Stufe 3."
ulmStationTailor_1,"Schneiderstation"
ulmStationTailor_1Desc,"Arbeitsplatz für die Herstellung von Stoffen, Kleidung und Rüstungen."
ulmStationTailor_1Blueprint,"Schneiderstation"
ulmStationWorkbench_1,"Werkbank"
ulmStationWorkbench_1Desc,"Ermöglicht die Herstellung von grundlegenden Gegenständen oder Blöcken."
ulmStationWorkbench_2,"Werkbank (Stufe 2)"
ulmStationWorkbench_2Desc,"Ermöglicht die Herstellung von verbesserten und grundlegenden Gegenständen oder Blöcken."
ulmStationWorkbench_3,"Werkbank (Stufe 3)"
ulmStationWorkbench_3Desc,"Ermöglicht die Herstellung der fortschrittlichsten, verbesserten und grundlegenden Gegenstände und Blöcke."
workbench3DPrinter,"3D-Drucker"
workbench3DPrinterDesc,"Arbeitsplatz zum Drucken von Teilen aus verschiedenen polymerbasierten Filamenten."
workbenchBackpackDesc,"Ermöglicht die Herstellung der einfachsten Gegenstände, für die keine speziellen Werkzeuge erforderlich sind."
WorkbenchCampfire2,"Lagerfeuer T2"
WorkbenchCampfire3,"Lagerfeuer T3"
WorkbenchCampfire4,"Lagerfeuer T4"
workbenchCementMixerDesc,"Hilft bei der Herstellung von Materialien wie Beton oder Asphalt."
workbenchFarming,"Werkbank des Bauern"
workbenchFarmingDesc,"Arbeitsplatz zum Herstellen von Samen, Dünger, Töpfen usw."
workbenchTableSawDesc,"Erstelle Möbel, fortschrittliche Formen und Dekorationen für deine Basis."
